,field_x,age,type,harvest_year,harvest_month,production,BDRICM_BDRICM_M,BDRLOG_BDRLOG_M,BDTICM_BDTICM_M,BLDFIE_sl1,BLDFIE_sl2,BLDFIE_sl3,BLDFIE_sl4,BLDFIE_sl5,BLDFIE_sl6,BLDFIE_sl7,CECSOL_sl1,CECSOL_sl2,CECSOL_sl3,CECSOL_sl4,CECSOL_sl5,CECSOL_sl6,CECSOL_sl7,CLYPPT_sl1,CLYPPT_sl2,CLYPPT_sl3,CLYPPT_sl4,CLYPPT_sl5,CLYPPT_sl6,CLYPPT_sl7,CRFVOL_sl1,CRFVOL_sl2,CRFVOL_sl3,CRFVOL_sl4,CRFVOL_sl5,CRFVOL_sl6,CRFVOL_sl7,OCSTHA_sd1,OCSTHA_sd2,OCSTHA_sd3,OCSTHA_sd4,OCSTHA_sd5,OCSTHA_sd6,ORCDRC_sl1,ORCDRC_sl2,ORCDRC_sl3,ORCDRC_sl4,ORCDRC_sl5,ORCDRC_sl6,ORCDRC_sl7,PHIHOX_sl1,PHIHOX_sl2,PHIHOX_sl3,PHIHOX_sl4,PHIHOX_sl5,PHIHOX_sl6,PHIHOX_sl7,PHIKCL_sl1,PHIKCL_sl2,PHIKCL_sl3,PHIKCL_sl4,PHIKCL_sl5,PHIKCL_sl6,PHIKCL_sl7,SLTPPT_sl1,SLTPPT_sl2,SLTPPT_sl3,SLTPPT_sl4,SLTPPT_sl5,SLTPPT_sl6,SLTPPT_sl7,SNDPPT_sl1,SNDPPT_sl2,SNDPPT_sl3,SNDPPT_sl4,SNDPPT_sl5,SNDPPT_sl6,SNDPPT_sl7,keys,month,year,temperature,dewpoint,windspeed,Soilwater_L1,Soilwater_L2,Soilwater_L3,Soilwater_L4,Precipitation,field_y
10,0,4,5,2004,4,0.013231402528668041,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020044,4,2004,26.182,23.648000000000003,1.8517,0.34244,0.34307,0.34552,0.35143,173.3,0
11,0,19,5,2004,5,0.04768982229402263,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020045,5,2004,26.596999999999998,23.918000000000003,1.9428,0.32118,0.32079,0.32168,0.33193,169.62,0
12,0,13,2,2004,5,0.38217299578059066,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020045,5,2004,26.596999999999998,23.918000000000003,1.9428,0.32118,0.32079,0.32168,0.33193,169.62,0
13,0,19,5,2004,6,0.1475282714054927,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020046,6,2004,26.596999999999998,23.918000000000003,1.9428,0.32118,0.32079,0.32168,0.33193,169.62,0
14,0,13,2,2004,6,0.30495780590717303,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020046,6,2004,26.596999999999998,23.918000000000003,1.9428,0.32118,0.32079,0.32168,0.33193,169.62,0
15,0,3,3,2004,6,0.007334963325183375,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020046,6,2004,27.035999999999998,24.233,2.0291,0.32211999999999996,0.32032,0.31890999999999997,0.32213,139.82,0
16,0,4,5,2004,6,0.04836812702146427,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020046,6,2004,27.035999999999998,24.233,2.0291,0.32211999999999996,0.32032,0.31890999999999997,0.32213,139.82,0
17,0,19,5,2004,7,0.3682714054927304,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020047,7,2004,27.035999999999998,24.233,2.0291,0.32211999999999996,0.32032,0.31890999999999997,0.32213,139.82,0
18,0,13,2,2004,7,0.08913502109704641,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020047,7,2004,27.035999999999998,24.233,2.0291,0.32211999999999996,0.32032,0.31890999999999997,0.32213,139.82,0
19,0,3,3,2004,7,0.012224938875305626,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020047,7,2004,27.601999999999997,23.498,2.3076,0.29262,0.29302,0.29996,0.31129,221.24,0
20,0,4,5,2004,7,0.06709791237871214,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020047,7,2004,27.601999999999997,23.498,2.3076,0.29262,0.29302,0.29996,0.31129,221.24,0
21,0,19,5,2004,8,0.43919224555735065,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020048,8,2004,27.601999999999997,23.498,2.3076,0.29262,0.29302,0.29996,0.31129,221.24,0
22,0,13,2,2004,8,0.15685654008438818,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020048,8,2004,27.601999999999997,23.498,2.3076,0.29262,0.29302,0.29996,0.31129,221.24,0
23,0,3,3,2004,8,0.016748166259168706,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020048,8,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,9.9482,0
24,0,4,5,2004,8,0.019347250808585712,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020048,8,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,9.9482,0
25,0,19,5,2004,9,0.4110823909531504,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020049,9,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,9.9482,0
26,0,13,2,2004,9,0.4337552742616033,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020049,9,2004,27.544,23.601,2.3453,0.28886,0.28758,0.28812,0.29783000000000004,9.9482,0
27,0,3,3,2004,9,0.0801955990220049,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020049,9,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,136.33,0
28,0,4,5,2004,9,0.012231696559835343,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020049,9,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,136.33,0
29,0,19,5,2004,10,0.4294668820678513,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200410,10,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,136.33,0
30,0,13,2,2004,10,0.19356540084388185,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200410,10,2004,27.309,23.807,2.0102,0.2927,0.29019,0.28844000000000003,0.2912,136.33,0
31,0,3,3,2004,10,0.16650366748166262,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200410,10,2004,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56,0
32,0,4,5,2004,10,0.047633049103204934,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200410,10,2004,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56,0
33,0,19,5,2004,11,0.36003231017770604,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200411,11,2004,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56,0
34,0,13,2,2004,11,0.10242616033755277,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200411,11,2004,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56,0
35,0,3,3,2004,11,0.02811735941320293,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200411,11,2004,27.285999999999998,24.269000000000002,2.0396,0.30134,0.29818,0.29215,0.28793,212.56,0
36,0,4,5,2004,11,0.062334607468391666,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200411,11,2004,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28,0
37,0,19,5,2004,12,0.20252019386106626,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200412,12,2004,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28,0
38,0,13,2,2004,12,0.16413502109704642,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200412,12,2004,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28,0
39,0,3,3,2004,12,0.1471882640586797,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200412,12,2004,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28,0
40,0,4,5,2004,12,0.020905615995295505,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,0200412,12,2004,26.578000000000003,24.765,2.0914,0.33255999999999997,0.32987,0.3218,0.30038000000000004,446.28,0
41,0,20,5,2005,1,0.12597738287560584,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020051,1,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8,0
42,0,14,2,2005,1,0.09504219409282699,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020051,1,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8,0
43,0,4,3,2005,1,0.1997555012224939,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020051,1,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8,0
44,0,3,5,2005,1,0.0,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020051,1,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8,0
45,0,5,5,2005,1,0.04736842105263159,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020051,1,2005,26.355,24.69,1.8963,0.34691,0.34601,0.34371,0.33409,376.8,0
46,0,20,5,2005,2,0.04549273021001616,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020052,2,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49,0
47,0,14,2,2005,2,0.27932489451476794,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020052,2,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49,0
48,0,4,3,2005,2,0.08863080684596578,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020052,2,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49,0
49,0,3,5,2005,2,0.0,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020052,2,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49,0
50,0,5,5,2005,2,0.03381358423992944,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020052,2,2005,26.643,24.8,1.8473,0.3463,0.34615999999999997,0.3469,0.348,404.49,0
51,0,20,5,2005,3,0.05260096930533118,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020053,3,2005,26.397,24.951999999999998,1.7458,0.35231,0.35219,0.35128000000000004,0.35101,316.81,0
52,0,14,2,2005,3,0.3679324894514768,200,8,7885,1317,1298,1365,1443,1499,1522,1535,18,17,14,11,10,9,9,31,31,33,38,41,41,41,1,1,1,2,2,2,4,15,31,38,57,64,146,17,24,21,18,14,13,12,47,46,46,47,48,49,51,44,42,42,42,42,43,44,25,23,23,23,22,22,23,44,45,44,39,38,37,36,020053,3,2005,26.397,24.951999999999998,1.7458,0.35231,0.35219,0.35128000000000004,0.35101,316.81,0
